isolate,year,state,region,country,continent,vir_cutoff,Pc14,Pc35,Pc36,Pc38,Pc39,Pc40,Pc45,Pc46,Pc48,Pc50,Pc51,Pc52,Pc53,Pc54,Pc55,Pc56,Pc57,Pc58,Pc59,Pc60,Pc61,Pc62,Pc63,Pc64,Pc67,Pc68,Pc70,Pc71,Pc91,Pc94,Pc96,MARVELOUS,H548,IAB605Xsel.,WIX4361-9,TAM-O-405,Belle,HiFi,Leggett,Stainless
02AL047,2002,AL,South,USA,N_America,3,4,1,2,0,1,4,1,1,0,0,1,0,1,1,1,3,1,0,3,4,1,1,1,1,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02AL099,2002,AL,South,USA,N_America,3,4,1,4,4,4,4,0,2,1,0,0,0,0,1,4,3,1,0,4,3,2,0,3,2,2,0,3,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02FL044,2002,FL,South,USA,N_America,3,4,4,1,4,4,4,0,1,0,0,4,0,0,1,4,1,1,2,1,2,2,1,3,1,3,0,3,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02FL098,2002,FL,South,USA,N_America,3,4,1,4,1,1,4,0,2,4,1,1,4,0,1,1,3,1,0,3,2,1,0,1,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02GA048,2002,GA,South,USA,N_America,3,4,1,3,0,1,4,1,1,1,1,1,1,0,1,1,2,1,1,1,4,4,1,1,1,3,0,1,1,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
02GA049,2002,GA,South,USA,N_America,3,4,4,4,1,0,4,0,1,0,0,0,0,1,1,0,4,1,1,3,4,3,0,0,0,3,0,1,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
02IA100,2002,IA,North,USA,N_America,3,4,4,1,4,4,4,0,1,0,0,0,0,0,2,4,1,1,2,1,3,3,0,3,1,1,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02IA101,2002,IA,North,USA,N_America,3,4,4,4,1,4,3,0,3,4,4,1,4,0,1,4,3,4,1,1,2,3,1,1,1,2,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
02IA102,2002,IA,North,USA,N_America,3,1,1,3,4,3,1,1,1,0,0,1,2,0,1,3,2,2,0,2,2,1,2,3,2,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02IA103,2002,IA,North,USA,N_America,3,4,4,4,4,4,4,0,1,0,0,1,1,0,1,4,4,1,2,3,2,3,1,4,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02LA041,2002,LA,South,USA,N_America,3,4,2,4,3,4,4,1,4,1,2,4,1,1,3,4,4,4,1,4,4,4,1,2,1,4,1,4,3,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02LA043,2002,LA,South,USA,N_America,3,4,4,1,1,1,4,0,1,0,0,4,1,1,0,0,1,3,1,3,4,4,0,0,0,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-1,2002,MN,North,USA,N_America,3,4,3,4,4,4,1,0,1,4,4,4,4,0,1,4,4,1,1,1,2,2,1,3,2,2,0,2,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-2,2002,MN,North,USA,N_America,3,4,2,4,4,4,1,1,1,1,1,1,1,0,1,4,4,1,2,4,2,1,1,3,1,2,0,2,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-3,2002,MN,North,USA,N_America,3,1,3,4,4,4,1,0,3,4,1,0,4,0,1,4,4,4,1,1,3,2,2,4,2,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-4,2002,MN,North,USA,N_America,3,4,4,1,1,4,1,0,4,4,4,4,4,0,1,4,1,4,1,4,3,3,1,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-5,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,0,4,4,0,4,4,0,1,4,4,4,0,4,4,4,1,4,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-5/2,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,2,4,4,4,4,0,1,4,4,3,2,2,2,2,3,3,2,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN060-6,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,0,3,4,1,0,4,0,1,4,4,4,0,1,2,2,1,2,1,3,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN061-1,2002,MN,North,USA,N_America,3,4,2,4,4,4,4,0,3,4,1,4,4,0,1,4,4,4,1,4,3,4,1,4,1,4,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN061-2,2002,MN,North,USA,N_America,3,1,1,4,4,4,1,0,1,4,4,1,4,0,2,4,4,2,0,4,2,1,3,3,2,3,0,3,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN061-3,2002,MN,North,USA,N_America,3,3.5,2,3,4,2.5,2,0,1.5,4,0,2.5,4,0,2.5,3,3,1,0.5,2.5,2.5,2,2.5,3.5,2.5,1.5,0,3,3,NA,NA,NA,4,1.5,NA,NA,NA,NA,NA,NA,NA
02MN061-4,2002,MN,North,USA,N_America,3,4,1,4,3,3,3,1,2,3,1,4,4,0,1,4,4,1,0,1,3,1,0,1,0,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN061-5,2002,MN,North,USA,N_America,3,4,1,4,1,1,2,0,3,4,0,4,4,0,1,1,4,4,0,3,2,2,2,1,1,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN062-1,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,1,4,1,4,4,0,1,4,4,1,2,3,2,3,1,3,1,4,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN062-2,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,1,4,0,3,4,0,1,4,4,1,3,1,3,3,1,4,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN062-3,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,3,3,0,0,4,0,0,4,4,4,2,1,1,1,1,3,1,3,0,3,3,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
02MN062-4,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,2,4,4,4,4,0,1,4,3,4,1,0,4,3,1,2,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN062-6,2002,MN,North,USA,N_America,3,4,4,2,4,2,2,0,4,4,3,3,4,0,2,3,2,4,1,4,2,2,1,3,1,2,0,3,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN063-1,2002,MN,North,USA,N_America,3,4,1,4,4,4,3,0,3,4,0,4,4,0,1,4,4,4,0,4,3,4,1,3,1,3,0,3,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN063-2,2002,MN,North,USA,N_America,3,4,1,4,1,4,1,0,3,4,0,1,4,1,2,4,4,4,1,1,2,4,1,1,1,3,0,4,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02MN063-3,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,1,2,4,0,4,4,0,2,4,4,1,1,4,3,1,2,3,2,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN063-4,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,1,4,4,1,4,4,0,1,4,4,4,0,1,3,3,2,4,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN063-7,2002,MN,North,USA,N_America,3,4,3,4,4,4,4,1,4,4,0,4,4,0,1,4,4,4,1,2,3,3,2,4,1,2,0,2,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN063-8,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,4,4,0,4,4,0,1,4,4,4,1,1,3,3,1,3,1,2,0,NA,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-1,2002,MN,North,USA,N_America,3,4,1,1,4,4,2,0,4,0,1,0,0,0,1,4,2,4,0,4,3,4,1,3,1,3,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-10,2002,MN,North,USA,N_America,3,1,1,4,4,4,1,1,4,4,4,4,4,0,1,4,4,4,0,4,2,2,1,3,1,2,0,1,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02MN064-11,2002,MN,North,USA,N_America,3,4,1,4,1,4,4,1,4,2,1,3,4,1,2,4,4,4,1,4,4,4,1,1,1,4,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-12,2002,MN,North,USA,N_America,3,4,1,4,4,4,2,0,1,4,1,4,4,0,1,4,4,1,1,1,3,4,2,4,2,1,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-13,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,1,4,3,4,4,0,0,4,4,1,1,1,1,1,1,3,2,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-14,2002,MN,North,USA,N_America,3,1,1,4,4,1,1,0,1,4,1,4,4,0,3,1,4,1,0,4,2,NA,4,3,4,1,0,0,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02MN064-2,2002,MN,North,USA,N_America,3,4,1,4,4,1,1,0,1,4,0,4,4,0,3,1,3,1,0,4,2,2,3,3,3,2,0,1,1,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
02MN064-4,2002,MN,North,USA,N_America,3,4,1,4,4,1,1,0,1,4,1,4,4,0,4,1,3,1,0,4,2,1,4,2,4,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-8,2002,MN,North,USA,N_America,3,4,4,4,1,2,2,1,4,1,1,4,1,1,1,1,4,4,1,4,4,4,3,1,1,2,0,2,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN064-9,2002,MN,North,USA,N_America,3,4,1,2,2,4,4,0,3,4,0,4,4,0,1,4,2,4,2,4,4,4,1,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN065-1,2002,MN,North,USA,N_America,3,4,1,4,1,0,0,1,1,4,1,0,4,0,0,0,4,1,0,2,2,2,0,0,0,2,0,0,0,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
02MN065-2,2002,MN,North,USA,N_America,3,1,1,4,4,1,1,0,1,3,1,4,4,0,4,1,4,1,0,4,2,2,4,3,3,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN065-3,2002,MN,North,USA,N_America,3,4,4,4,1,1,4,1,2,4,0,1,4,0,4,1,4,1,1,3,2,2,1,1,1,2,0,4,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN065-4,2002,MN,North,USA,N_America,3,4,4,4,1,1,1,0,4,4,4,4,3,0,1,1,4,4,3,1,2,2,4,1,4,3,0,4,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN065-6,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,4,0,0,4,0,0,1,4,4,3,2,4,4,2,4,2,4,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-1,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,1,3,4,1,4,4,0,1,3,4,2,0,1,4,2,1,4,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-10,2002,MN,North,USA,N_America,3,4,4,4,1,1,3,0,3,3,3,1,4,0,1,1,4,4,2,1,3,3,1,1,3,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-11,2002,MN,North,USA,N_America,3,4,1,4,4,4,3,0,1,4,1,4,4,0,1,4,4,1,1,1,3,3,1,3,3,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-3,2002,MN,North,USA,N_America,3,1,1,4,4,1,1,0,1,4,0,4,4,0,4,1,4,1,0,4,2,1,4,4,4,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-4,2002,MN,North,USA,N_America,3,4,3,4,1,4,1,0,1,4,1,1,4,0,1,4,4,1,1,4,2,2,1,1,1,2,0,1,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-5,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,0,3,4,0,4,4,0,1,4,3,3,0,4,4,3,3,3,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN066-7,2002,MN,North,USA,N_America,3,1,1,4,4,1,1,0,1,3,1,4,4,0,3,1,4,1,1,4,3,2,3,4,4,2,0,1,1,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
02MN066-9,2002,MN,North,USA,N_America,3,4,1,1,4,4,4,1,4,4,1,1,4,0,1,4,1,4,1,4,4,4,1,4,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN067-1,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,0,2,2,1,4,4,0,1,4,4,4,0,4,2,2,1,2,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN067-1/2,2002,MN,North,USA,N_America,3,4,4,4,1,4,3,0,2,0,1,1,1,0,2,4,4,4,1,3,3,2,1,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN067-2,2002,MN,North,USA,N_America,3,1,4,4,4,4,1,1,4,1,0,4,1,1,1,4,4,1,1,2,3,2,1,4,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN067-4,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,1,1,0,1,1,0,1,4,4,1,1,1,4,4,1,0,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN067-8,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,1,3,0,4,4,0,1,4,4,1,2,2,2,3,3,3,2,3,0,4,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN068-1,2002,MN,North,USA,N_America,3,1,4,4,1,4,1,0,3,0,0,4,0,0,1,4,4,4,3,1,1,1,1,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN068-2,2002,MN,North,USA,N_America,3,4,1,4,1,1,3,0,3,0,0,0,0,0,2,1,4,4,1,0,2,3,1,1,1,3,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN068-3,2002,MN,North,USA,N_America,3,4,4,4,4,4,2,0,2,1,0,4,1,1,1,4,4,4,2,4,2,1,1,4,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN068-4,2002,MN,North,USA,N_America,3,1,4,4,1,4,1,1,4,4,0,4,4,1,1,4,4,4,4,2,2,2,1,1,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN069-1,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,1,1,1,0,0,1,0,1,4,1,1,1,3,1,1,1,1,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN069-2,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,3,0,0,4,1,0,1,4,4,4,1,4,4,4,1,3,1,3,0,4,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN069-3,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,0,1,0,0,0,0,0,1,4,4,0,1,4,1,1,1,1,1,4,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN069-4,2002,MN,North,USA,N_America,3,1,4,4,4,4,4,1,4,1,0,4,1,1,1,4,4,4,2,0,2,1,2,2,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-1,2002,MN,North,USA,N_America,3,4,1,4,1,4,4,0,2,0,1,0,1,0,1,4,3,4,0,4,4,4,4,1,4,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-1/2,2002,MN,North,USA,N_America,3,4,4,4,2,3,4,1,4,4,0,3,4,0,4,3,4,4,2,4,4,3,1,1,1,3,0,4,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-2,2002,MN,North,USA,N_America,3,4,1,4,1,1,4,1,4,1,0,4,1,1,2,1,4,4,0,1,3,3,2,1,1,4,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-3,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,0,3,0,0,1,1,0,4,4,4,1,2,1,4,4,1,1,1,3,0,4,1,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
02MN070-4,2002,MN,North,USA,N_America,3,4,1,3,1,3,1,0,2,3,0,0,4,0,2,4,1,3,0,4,3,2,1,3,0,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-6,2002,MN,North,USA,N_America,3,4,1,4,1,1,3,0,1,0,1,0,0,0,1,1,3,1,0,3,2,2,1,0,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-7,2002,MN,North,USA,N_America,3,4,1,4,4,4,1,0,3,4,0,0,4,0,1,4,4,4,3,3,3,4,4,1,3,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN070-8,2002,MN,North,USA,N_America,3,4,4,4,1,4,3,0,2,0,0,0,0,0,2,4,4,1,1,4,2,1,3,1,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-1,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,0,4,1,0,4,1,0,1,4,4,4,2,1,1,3,2,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-10,2002,MN,North,USA,N_America,3,4,1,4,2,4,2,0,1,4,1,4,4,0,1,4,4,1,1,3,1,1,1,1,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-11,2002,MN,North,USA,N_America,3,4,4,4,1,1,4,1,4,4,1,4,4,0,1,1,4,4,1,4,3,4,1,1,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-12,2002,MN,North,USA,N_America,3,4,1,4,1,4,2,0,1,4,1,4,4,0,1,4,4,1,1,3,2,1,1,1,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-13,2002,MN,North,USA,N_America,3,4,1,4,2,4,1,1,1,4,1,4,4,0,1,4,4,1,2,3,2,2,1,1,3,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-2,2002,MN,North,USA,N_America,3,4,4,1,1,4,4,0,4,4,0,4,4,0,1,4,1,4,1,4,4,4,1,1,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-3,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,1,4,1,1,4,1,1,1,4,4,4,2,3,2,2,4,4,4,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-4,2002,MN,North,USA,N_America,3,4,1,4,1,4,4,1,4,1,0,4,1,1,1,4,4,4,0,4,3,4,1,1,1,4,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN071-9,2002,MN,North,USA,N_America,3,4,1,4,1,4,1,0,1,4,1,4,4,0,1,4,4,1,1,2,1,1,2,1,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-1,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,0,3,4,0,4,4,1,1,4,4,4,1,4,3,4,3,2,3,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-1/2,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,0,1,0,1,1,1,0,1,4,4,1,2,4,2,1,3,1,2,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-2,2002,MN,North,USA,N_America,3,0,4,4,4,4,1,1,3,1,1,0,1,0,1,4,4,4,2,1,3,2,1,4,1,1,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-3,2002,MN,North,USA,N_America,3,4,4,1,4,4,3,0,1,3,0,4,2,1,2,4,1,1,1,1,3,2,1,3,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-4,2002,MN,North,USA,N_America,3,4,1,3,4,4,4,1,2,4,0,4,4,0,2,4,2,4,1,4,2,2,2,2,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-7,2002,MN,North,USA,N_America,3,4,4,2,1,4,4,0,3,3,1,1,4,0,1,4,1,4,1,4,4,4,1,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN072-8,2002,MN,North,USA,N_America,3,4,4,4,1,1,1,1,2,0,0,4,1,0,1,1,3,3,1,4,3,2,1,1,2,2,0,4,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-1,2002,MN,North,USA,N_America,3,1,4,4,2,4,1,1,4,4,1,4,4,0,2,4,4,4,2,1,2,2,1,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-10,2002,MN,North,USA,N_America,3,4,4,4,2,2,2,1,3,1,1,4,2,0,2,2,4,4,1,4,4,4,3,3,3,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-11,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,1,4,3,1,4,3,0,1,4,4,4,0,4,3,3,2,3,2,1,0,2,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-2,2002,MN,North,USA,N_America,3,4,4,4,1,4,2,1,2,4,4,4,3,0,1,4,4,1,2,4,3,NA,1,1,2,3,0,3,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-3,2002,MN,North,USA,N_America,3,4,4,4,2,4,2,1,4,0,4,4,1,0,2,4,4,2,2,4,3,2,2,1,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-4,2002,MN,North,USA,N_America,3,4,4,3,4,3,3,0,3,4,0,4,3,0,3,4,4,3,2,3,4,3,4,3,4,2,0,3,3,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-8,2002,MN,North,USA,N_America,3,1,4,4,3,4,1,0,1,1,0,4,1,0,1,4,4,1,2,4,3,3,2,0,1,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN073-9,2002,MN,North,USA,N_America,3,4,4,4,1,4,2,1,4,1,1,4,4,0,2,4,4,4,1,4,4,3,3,1,2,2,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN074-10,2002,MN,North,USA,N_America,3,4,4,4,1,4,3,0,2,1,4,4,1,0,1,3,3,4,1,4,3,3,2,1,3,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN074-4,2002,MN,North,USA,N_America,3,4,3,3,4,4,4,0,2,2,0,3,4,0,3,3,3,1,2,4,3,2,2,3,3,2,0,4,4,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA
02MN074-7,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,1,4,4,0,4,4,0,1,4,4,4,1,2,2,2,1,3,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN074-9,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,1,4,4,1,4,4,0,2,4,4,2,2,4,3,1,2,1,2,1,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN075-1,2002,MN,North,USA,N_America,3,4,1,4,4,1,1,0,1,4,1,0,4,0,3,1,3,1,1,4,2,2,3,3,3,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN075-2,2002,MN,North,USA,N_America,3,0,1,4,2,1,1,1,1,4,4,1,4,1,2,1,4,4,1,4,2,2,2,1,1,1,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN075-2/2,2002,MN,North,USA,N_America,3,4,4,4,1,4,4,0,1,1,1,1,1,0,1,4,4,1,1,4,1,1,1,1,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN075-3,2002,MN,North,USA,N_America,3,4,1,4,4,4,1,0,3,0,1,4,1,1,1,4,1,1,0,4,2,1,1,2,1,2,0,1,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN075-4,2002,MN,North,USA,N_America,3,4,1,1,1,0,4,0,1,0,0,0,0,1,1,1,2,4,0,2,4,4,1,1,1,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN075-8,2002,MN,North,USA,N_America,3,4,4,4,4,4,4,0,3,4,0,4,4,0,4,4,4,4,2,4,4,4,1,3,4,3,0,4,4,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
02MN076-1,2002,MN,North,USA,N_America,3,4,4,4,1,0,4,0,3,4,0,4,4,0,1,1,4,3,1,2,2,2,1,0,1,2,0,1,0,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN076-10,2002,MN,North,USA,N_America,3,4,4,3,4,4,4,0,1,4,4,1,4,0,1,4,3,1,1,4,4,4,2,1,4,2,0,4,1,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA
02MN076-2,2002,MN,North,USA,N_America,3,1,4,4,4,4,1,1,4,4,0,3,4,1,0,4,4,4,1,2,1,1,3,1,2,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN076-3,2002,MN,North,USA,N_America,3,4,1,4,4,4,4,1,1,4,0,3,3,0,1,4,4,1,0,1,4,4,1,3,1,2,0,2,3,NA,NA,NA,4,0,NA,NA,NA,NA,NA,NA,NA
02MN076-4,2002,MN,North,USA,N_America,3,4,3,4,1,1,0,0,1,4,1,4,4,0,1,1,4,1,0,4,3,2,1,1,2,2,0,1,1,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN076-5,2002,MN,North,USA,N_America,3,4,4,4,4,4,3,0,2,2,0,1,2,0,1,4,4,2,2,1,2,3,4,3,1,3,0,4,4,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA
02MN076-7,2002,MN,North,USA,N_America,3,4,1,4,4,4,2,0,2,3,0,4,4,0,2,4,4,4,0,4,2,3,1,3,1,2,0,1,4,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA
